States/UTs,District,Year,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnapping & Abduction,Kidnapping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Other Kidnapping,Dacoity,Dacoity with Murder,Other Dacoity,Robbery,Criminal Trespass/Burglary,Criminal Trespass or Burglary,House Trespass & House Breaking,Theft,Auto Theft,Other Thefts,Unlawful Assembly,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Counterfeit Offences related to Counterfeit Coin,Counterfeiting Government Stamp,Counterfeit currency & Bank notes,Counterfeiting currency notes/Bank notes,Using forged or counterfeiting currency/Bank notes,Possession of forged or counterfeiting currency/Bank notes,Making or Possessing materials for forged currency/Bank notes,Making or Using documents resembling currency,Arson,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Sexual Harassment,Assault or use of criminal force to women with intent to Disrobe,Voyeurism,Stalking,Other Assault on Women,Insult to the Modesty of Women,At Office premises,Other places related to work,In Public Transport system,Cruelty by Husband or his Relatives,Deaths due to negligent driving/act,Extortion,Incidence of Rash Driving,HumanTrafficking
Andhra Pradesh,Visakha Rural,2014,43,50,4,0,38,0,0,0,38,0,38,0,24,18,0,0,2,4,5,0,5,5,88,88,0,179,57,122,0,6,90,2,6,6,0,0,0,0,0,0,0,23,33,33,0,0,4,129,35,13,1,6,74,57,0,0,0,166,308,11,507,0
Andhra Pradesh,Visakhapatnam,2014,38,57,0,0,84,0,0,0,84,0,84,0,130,130,0,0,0,0,4,0,4,46,392,334,58,1358,401,957,0,71,413,3,7,0,0,7,7,0,0,0,0,14,64,63,1,0,13,147,50,0,0,27,70,112,0,0,0,371,353,8,1831,0
Andhra Pradesh,Vizianagaram,2014,43,23,1,0,47,0,0,0,47,1,46,1,27,0,0,0,0,27,2,0,2,4,176,0,176,388,92,296,0,14,149,0,1,0,0,1,1,0,0,0,0,13,41,41,0,0,8,225,0,0,0,0,225,327,0,0,0,330,272,5,913,0
Andhra Pradesh,West Godavari,2014,90,85,4,0,146,0,0,0,146,1,145,46,67,29,0,0,8,30,4,0,4,32,468,359,109,1096,353,743,3,52,410,13,14,0,0,14,1,9,4,0,0,36,52,51,1,0,24,405,126,72,12,32,163,99,0,1,0,661,608,49,1165,0
Andhra Pradesh,Total,2014,1175,1540,52,1,961,0,0,0,961,14,947,165,1066,355,5,7,274,425,75,1,74,433,4719,3510,1209,15617,4540,11077,59,935,5091,199,162,6,0,156,41,102,12,1,0,450,597,589,5,3,215,4547,1072,334,71,504,2566,2649,3,84,65,6362,7260,276,14653,2
Arunachal Pradesh,Anjaw,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,6,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Arunachal Pradesh,Changlang,2014,9,3,0,0,6,0,0,0,6,0,6,0,11,0,0,0,6,5,1,0,1,5,18,18,0,50,4,46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,9,0
Arunachal Pradesh,Crime Branch,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Dibang Valley,2014,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arunachal Pradesh,Kameng East,2014,4,1,0,0,1,0,0,0,1,0,1,0,7,0,0,1,0,6,2,0,2,4,8,0,8,18,0,18,0,0,3,1,0,0,0,0,0,0,0,0,0,2,18,18,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,7,0,0
Arunachal Pradesh,Kameng West,2014,7,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,1,0,1,3,4,4,0,21,10,11,0,3,3,0,0,0,0,0,0,0,0,0,0,5,8,8,0,0,0,9,8,0,0,1,0,0,0,0,0,2,10,1,15,0
Arunachal Pradesh,Kukung Kumey,2014,4,1,0,0,3,1,0,1,2,0,2,0,2,0,0,0,0,2,0,0,0,0,5,5,0,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0
Arunachal Pradesh,Lohit,2014,10,4,0,0,7,0,0,0,7,0,7,0,25,0,0,0,0,25,1,0,1,8,32,32,0,39,6,33,0,2,5,0,1,0,0,1,1,0,0,0,0,2,16,16,0,0,0,13,0,0,0,0,13,0,0,0,0,1,16,6,0,0
Arunachal Pradesh,Longding,2014,4,3,1,0,3,3,0,3,0,0,0,0,9,5,0,0,4,0,1,0,1,1,9,9,0,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,3,1,0,0,0,2,0,0,0,0,0,2,8,0,0
Arunachal Pradesh,Lower Dibang Valley,2014,2,5,0,0,3,0,0,0,3,0,3,0,4,4,0,0,0,0,1,0,1,1,10,10,0,21,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0
Arunachal Pradesh,Papum Pare City,2014,13,5,1,0,32,0,0,0,32,2,30,2,52,35,0,2,1,14,0,0,0,11,36,16,20,154,105,49,0,8,49,7,0,0,0,0,0,0,0,0,0,3,42,42,0,0,1,26,1,0,0,0,25,0,0,0,0,21,21,30,29,0
Arunachal Pradesh,Papum Pare Rural,2014,7,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,0,2,0,2,3,6,6,0,20,6,14,0,2,2,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,4,0,0
Arunachal Pradesh,Siang East,2014,5,0,1,0,11,0,0,0,11,1,10,3,4,1,0,1,0,2,0,0,0,3,20,20,0,49,12,37,5,2,5,1,0,0,0,0,0,0,0,0,0,9,23,23,0,0,0,21,8,0,0,0,13,0,0,0,0,4,10,7,14,0
Arunachal Pradesh,Siang Upper,2014,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,8,8,0,8,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0
Arunachal Pradesh,Siang West,2014,10,4,0,0,6,0,0,0,6,0,6,3,2,0,1,0,0,1,0,0,0,4,18,18,0,29,4,25,0,7,13,2,0,0,0,0,0,0,0,0,0,2,30,30,0,0,0,11,0,0,0,0,11,3,0,0,0,8,6,3,13,0
Arunachal Pradesh,Subansiri Lower,2014,4,3,1,0,1,0,0,0,1,1,0,0,7,0,0,0,0,7,1,0,1,10,22,22,0,18,4,14,0,0,6,0,0,0,0,0,0,0,0,0,0,6,22,22,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,4,0,0
Arunachal Pradesh,Subansiri Upper,2014,3,2,0,0,5,0,0,0,5,0,5,1,2,0,0,0,2,0,1,0,1,5,11,11,0,33,2,31,0,3,5,2,0,0,0,0,0,0,0,0,0,7,19,19,0,0,0,16,0,0,0,0,16,0,0,0,0,3,0,9,16,0
Arunachal Pradesh,Tawang,2014,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0
Arunachal Pradesh,Tirap,2014,2,10,0,0,3,0,0,0,3,0,3,0,10,3,0,3,2,2,0,0,0,3,9,9,0,12,1,11,0,1,5,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,12,0,0
Arunachal Pradesh,Total,2014,86,48,4,0,83,4,0,4,79,5,74,10,146,51,1,7,20,67,12,0,12,61,224,196,28,498,158,340,6,33,103,14,1,0,0,1,1,0,0,0,0,39,247,247,0,0,1,121,21,0,6,1,93,3,0,0,0,42,81,121,102,0
Assam,Barpeta,2014,46,68,0,0,143,0,0,0,143,0,143,0,379,0,0,0,359,20,9,0,9,5,357,217,140,448,116,332,133,158,260,8,14,0,0,14,14,0,0,0,0,38,424,424,0,0,21,556,198,358,0,0,0,0,0,0,0,1116,67,70,309,0
Assam,Baska,2014,31,28,0,0,26,0,0,0,26,0,26,0,41,0,0,0,36,5,5,0,5,16,42,42,0,124,34,90,0,2,26,0,0,0,0,0,0,0,0,0,0,29,115,115,0,0,4,27,0,0,0,0,27,0,0,0,0,77,0,46,31,0
Assam,Bongaigaon,2014,17,23,0,0,31,0,0,0,31,0,31,0,51,0,0,0,29,22,3,0,3,12,84,84,0,190,108,82,0,7,55,0,1,0,0,1,1,0,0,0,0,11,98,98,0,0,4,8,0,0,0,0,8,0,0,0,0,178,0,0,85,0
Assam,Cachar,2014,58,7,0,0,81,0,0,0,81,0,81,0,249,0,0,0,214,35,9,0,9,24,274,274,0,756,123,633,0,72,97,0,4,0,0,4,4,0,0,0,0,55,45,45,0,0,14,50,0,0,0,0,50,0,0,0,0,595,0,16,404,0
Assam,Chirang,2014,37,19,1,0,29,0,0,0,29,1,28,5,58,0,0,0,42,16,3,0,3,6,39,39,0,95,40,55,0,13,33,1,0,0,0,0,0,0,0,0,0,17,85,85,0,0,7,33,0,0,0,0,33,0,0,0,0,60,0,6,0,0
Assam,Darrang,2014,33,2,0,0,111,0,0,0,111,3,108,23,208,0,0,0,186,22,6,1,5,17,174,174,0,363,56,307,0,35,211,3,0,0,0,0,0,0,0,0,0,38,447,447,0,0,11,453,33,0,0,0,420,0,0,0,0,489,28,2,236,2
Assam,Dhemaji,2014,18,5,2,0,45,0,0,0,45,5,40,12,84,0,0,2,68,14,3,0,3,15,26,26,0,106,35,71,0,13,52,0,1,0,0,1,1,0,0,0,0,5,136,136,0,0,3,51,3,18,0,0,30,1,0,1,0,111,49,27,25,5
Assam,Dhubri,2014,58,143,1,0,193,0,0,0,193,0,193,0,420,0,0,0,405,15,23,0,23,21,280,280,0,432,113,319,265,187,272,0,3,0,0,3,3,0,0,0,0,82,1708,1708,0,0,10,193,0,0,0,0,193,0,0,0,0,1186,0,0,0,0
Assam,Dibrugarh,2014,77,7,2,0,67,0,0,0,67,0,67,0,163,0,0,0,123,40,6,0,6,43,150,150,0,826,39,787,2,81,40,2,2,0,0,2,2,0,0,0,0,23,330,330,0,0,5,105,0,0,0,0,105,0,0,0,0,253,0,17,0,0
Assam,G. R. P.,2014,9,0,0,0,1,0,0,0,1,0,1,0,10,0,0,0,0,10,3,0,3,2,2,2,0,187,13,174,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Assam,Goalpara,2014,44,62,0,0,108,0,0,0,108,0,108,0,218,0,0,8,119,91,21,0,21,23,243,243,0,266,99,167,0,17,137,0,0,0,0,0,0,0,0,0,0,28,360,360,0,0,8,121,0,0,0,0,121,0,0,0,0,367,0,0,0,2
Assam,Golaghat,2014,88,68,0,0,74,0,0,0,74,0,74,37,238,0,0,0,190,48,11,0,11,41,87,0,87,365,127,238,34,21,37,7,1,0,0,1,1,0,0,0,0,32,448,448,0,0,7,74,0,0,0,0,74,0,0,0,0,166,0,67,0,4
Assam,Guwahati City,2014,84,94,1,0,100,0,0,0,100,1,99,25,455,0,2,17,421,15,20,0,20,247,924,781,143,3095,1473,1622,18,577,449,31,8,0,0,8,8,0,0,0,0,50,179,179,0,0,11,143,50,23,0,0,70,0,0,0,0,486,0,174,447,0
Assam,Hailakandi,2014,24,1,0,0,77,0,0,0,77,0,77,0,104,0,0,0,89,15,3,0,3,3,93,0,93,178,39,139,0,28,44,0,0,0,0,0,0,0,0,0,0,9,13,13,0,0,4,23,0,0,0,0,23,0,0,0,0,209,0,0,0,0
Assam,Jorhat,2014,30,3,2,0,36,0,0,0,36,0,36,0,94,0,0,0,72,22,8,0,8,76,145,145,0,518,168,350,0,75,169,0,0,0,0,0,0,0,0,0,0,22,259,259,0,0,6,157,0,0,0,0,157,0,0,0,0,401,0,73,325,0
Assam,Kamrup,2014,65,128,1,0,77,0,0,0,77,0,77,23,164,0,1,20,39,104,14,0,14,63,274,274,0,727,112,615,1,52,101,10,3,0,1,2,0,1,1,0,0,12,45,45,0,0,1,15,0,0,0,0,15,0,0,0,0,595,4,102,304,4
Assam,Karbi Anglong,2014,38,25,11,0,23,0,0,0,23,1,22,6,78,0,2,9,55,12,3,0,3,10,2,0,2,181,40,141,6,10,29,2,2,0,0,2,2,0,0,0,0,0,95,95,0,0,0,26,0,0,0,0,26,0,0,0,0,42,74,77,16,11
Assam,Karimganj,2014,33,42,0,0,75,0,0,0,75,2,73,0,119,0,0,0,109,10,14,0,14,8,220,220,0,199,32,167,237,25,82,15,2,0,0,2,2,0,0,0,0,29,209,209,0,0,13,10,0,0,0,0,10,0,0,0,0,337,0,38,123,0
Assam,Kokrajhar,2014,60,21,0,0,45,0,0,0,45,0,45,0,106,0,0,0,79,27,5,0,5,7,46,46,0,229,19,210,0,3,35,0,4,0,0,4,4,0,0,0,0,35,80,80,0,0,3,47,0,0,0,0,47,0,0,0,0,71,0,25,0,0
Assam,Lakhimpur,2014,40,0,0,0,67,0,0,0,67,0,67,0,150,0,0,0,150,0,1,0,1,7,137,137,0,236,70,166,0,39,115,0,0,0,0,0,0,0,0,0,0,6,35,35,0,0,4,55,0,0,0,0,55,0,0,0,0,369,0,28,68,0
Assam,Morigaon,2014,28,77,0,0,81,0,0,0,81,0,81,14,174,0,0,0,174,0,8,0,8,12,93,93,0,234,80,154,88,13,127,0,2,0,0,2,2,0,0,0,0,17,222,222,0,0,7,328,0,0,0,0,328,0,0,0,0,349,53,42,118,16
Assam,N. C. Hills,2014,76,8,15,0,6,0,0,0,6,0,6,0,30,0,0,0,25,5,0,0,0,5,17,17,0,46,11,35,0,0,4,0,0,0,0,0,0,0,0,0,0,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,18,0,0
Assam,Nagaon,2014,104,102,10,10,187,0,0,0,187,10,177,78,454,0,0,4,295,155,55,0,55,127,455,455,0,735,122,613,14,226,175,14,0,0,0,0,0,0,0,0,0,98,909,909,0,0,22,350,174,0,0,0,176,0,0,0,0,1162,239,174,331,6
Assam,Nalbari,2014,27,18,0,0,41,0,0,0,41,0,41,0,116,0,0,0,100,16,18,0,18,114,145,145,0,225,25,200,0,17,43,0,1,0,0,1,1,0,0,0,0,8,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
Assam,Sibsagar,2014,80,38,3,0,44,0,0,0,44,0,44,0,222,0,0,0,177,45,3,0,3,42,196,196,0,599,177,422,19,136,95,0,8,0,0,8,8,0,0,0,0,29,811,811,0,0,6,153,0,0,0,0,153,0,0,0,0,333,0,39,0,0
Assam,Sonitpur,2014,110,81,8,0,112,0,0,0,112,0,112,0,222,0,0,0,202,20,4,0,4,27,282,282,0,566,72,494,0,36,146,3,2,0,0,2,2,0,0,0,0,31,227,227,0,0,5,20,0,0,0,0,20,0,0,0,0,381,0,102,229,13
Assam,Tinsukia,2014,90,44,0,4,66,0,0,0,66,0,66,3,143,0,0,0,64,79,6,0,6,45,106,106,0,679,125,554,17,88,96,3,1,0,0,1,1,0,0,0,0,16,109,109,0,0,3,66,0,0,0,0,66,0,0,0,0,164,70,34,151,4
Assam,Udalguri,2014,46,28,0,0,34,0,0,0,34,0,34,1,73,0,1,1,61,10,3,0,3,20,61,61,0,132,30,102,0,21,24,0,3,0,0,3,3,0,0,0,0,21,143,143,0,0,9,35,0,0,0,0,35,0,0,0,0,81,0,40,0,1
Assam,Total,2014,1451,1142,57,14,1980,0,0,0,1980,23,1957,227,4823,0,6,61,3883,873,267,1,266,1038,4954,4489,465,12737,3498,9239,834,1952,2956,99,62,0,1,61,59,1,1,0,0,743,7583,7583,0,0,188,3099,458,399,0,0,2242,1,0,1,0,9626,602,1226,3202,68
Bihar,Araria,2014,53,176,5,0,35,0,0,0,35,0,35,0,85,0,0,0,68,17,16,0,16,28,49,49,0,310,36,274,6,24,108,18,0,0,0,0,0,0,0,0,0,11,26,26,0,0,17,1,0,1,0,0,0,0,0,0,0,6,95,12,52,0
Bihar,Arwal,2014,25,29,2,1,6,0,0,0,6,0,6,0,26,0,1,0,18,7,5,0,5,8,51,51,0,78,21,57,3,9,42,12,0,0,0,0,0,0,0,0,0,3,25,25,0,0,11,4,1,0,0,0,3,0,0,0,0,0,22,19,45,3
Bihar,Aurangabad,2014,74,40,3,0,12,0,0,0,12,1,11,10,86,3,6,1,69,7,33,1,32,27,104,104,0,352,114,238,8,52,122,28,3,0,0,3,0,2,1,0,0,12,199,198,1,0,28,29,25,2,0,1,1,0,0,0,0,110,25,9,247,4
Bihar,Bagaha,2014,21,0,8,0,14,0,0,0,14,1,13,9,76,20,0,0,56,0,2,0,2,8,26,26,0,147,26,121,0,48,33,0,1,0,0,1,1,0,0,0,0,2,8,8,0,0,7,38,25,12,0,1,0,0,0,0,0,56,22,3,18,0
Bihar,Banka,2014,59,143,0,183,22,0,0,0,22,0,22,0,73,2,9,0,62,0,11,0,11,19,41,41,0,143,30,113,0,31,10,0,0,0,0,0,0,0,0,0,0,17,327,327,0,0,23,3,0,3,0,0,0,0,0,0,0,64,109,23,87,0
Bihar,Begusarai,2014,121,199,5,5,30,0,0,0,30,5,25,27,209,48,23,6,132,0,26,1,25,60,145,145,0,598,116,482,9,47,89,38,2,2,0,0,0,0,0,0,0,24,79,77,2,0,28,37,2,3,0,3,29,1,0,0,0,55,87,124,258,0
Bihar,Bettiah,2014,75,9,0,0,33,0,0,0,33,0,33,0,115,0,12,1,102,0,7,0,7,11,121,121,0,497,195,302,0,44,155,0,5,0,0,5,5,0,0,0,0,19,10,10,0,0,39,0,0,0,0,0,0,0,0,0,0,106,134,41,68,0
Bihar,Bhabhua,2014,56,105,0,0,12,0,0,0,12,0,12,16,86,26,0,1,59,0,8,0,8,21,79,79,0,344,51,293,0,23,49,0,0,0,0,0,0,0,0,0,0,13,5,5,0,0,12,0,0,0,0,0,0,0,0,0,0,44,89,0,98,0
Bihar,Bhagalpur,2014,102,66,5,0,52,0,0,0,52,2,50,25,213,35,11,2,165,0,13,0,13,42,225,225,0,677,299,378,0,44,87,109,1,1,0,0,0,0,0,0,0,10,2,1,1,0,20,31,16,13,0,2,0,0,0,0,0,161,128,45,140,1
Bihar,Bhojpur,2014,116,243,7,188,32,0,0,0,32,5,27,15,151,13,7,1,107,23,12,0,12,23,224,224,0,520,96,424,10,26,426,130,0,0,0,0,0,0,0,0,0,41,611,611,0,0,46,7,2,5,0,0,0,0,0,0,0,129,138,158,126,0
Bihar,Buxar,2014,56,12,6,5,16,0,0,0,16,0,16,0,87,14,0,1,72,0,6,0,6,32,100,100,0,438,112,326,0,12,36,0,0,0,0,0,0,0,0,0,0,10,260,260,0,0,24,13,13,0,0,0,0,0,0,0,0,95,54,0,91,0
Bihar,Darbhanga,2014,71,179,6,0,50,0,0,0,50,0,50,56,289,0,0,0,216,73,12,0,12,36,145,145,0,585,196,389,0,56,120,0,0,0,0,0,0,0,0,0,0,28,373,373,0,0,30,8,8,0,0,0,0,0,0,0,0,298,149,11,140,0
Bihar,Gaya,2014,145,53,9,5,48,0,0,0,48,0,48,26,248,0,72,2,174,0,50,0,50,77,209,209,0,1366,632,734,0,35,73,27,0,0,0,0,0,0,0,0,0,5,907,907,0,0,63,0,0,0,0,0,0,0,0,0,0,198,0,74,419,3
Bihar,Gopalganj,2014,87,469,2,5,14,0,0,0,14,5,9,0,172,0,0,1,110,61,10,0,10,36,79,79,0,276,59,217,0,23,153,26,0,0,0,0,0,0,0,0,0,18,299,299,0,0,33,0,0,0,0,0,0,6,0,0,0,156,117,6,0,0
Bihar,Jamalpur Railway,2014,9,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,3,0,3,3,2,0,2,195,11,184,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Bihar,Jamui,2014,61,187,3,0,23,0,0,0,23,1,22,23,70,4,10,4,41,11,8,1,7,33,54,54,0,124,26,98,0,27,23,23,0,0,0,0,0,0,0,0,0,3,79,79,0,0,21,10,0,0,0,0,10,1,0,0,0,46,44,0,77,0
Bihar,Jehanabad,2014,38,13,3,0,10,0,0,0,10,1,9,13,84,23,4,2,55,0,8,0,8,30,40,40,0,215,61,154,0,4,36,0,0,0,0,0,0,0,0,0,0,11,723,723,0,0,22,0,0,0,0,0,0,0,0,0,0,56,60,18,71,0
Bihar,Katihar,2014,70,60,0,0,65,0,0,0,65,0,65,17,144,0,1,0,103,40,16,0,16,33,84,84,0,447,261,186,0,11,71,13,0,0,0,0,0,0,0,0,0,4,169,169,0,0,14,0,0,0,0,0,0,0,0,0,0,59,93,27,108,2
Bihar,Katihar Railway,2014,10,9,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,0,1,8,4,0,4,182,35,147,0,2,4,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,11,3,0,0,0,8,0,0,0,0,0,0,0,0,3
Bihar,Khagaria,2014,52,94,4,3,14,0,0,0,14,0,14,17,118,13,13,0,92,0,10,1,9,19,31,17,14,165,39,126,0,3,72,7,0,0,0,0,0,0,0,0,0,19,136,136,0,0,17,2,2,0,0,0,0,0,0,0,0,19,74,6,83,0
Bihar,Kishanganj,2014,46,6,1,0,64,0,0,0,64,0,64,0,122,14,7,0,101,0,7,0,7,12,52,46,6,261,117,144,0,4,75,3,0,0,0,0,0,0,0,0,0,13,298,298,0,0,12,22,1,0,0,0,21,0,0,0,0,85,24,2,59,5
Bihar,Lakhisarai,2014,46,97,6,3,10,0,0,0,10,1,9,5,66,10,1,0,35,20,6,0,6,20,21,21,0,181,52,129,11,47,39,14,0,0,0,0,0,0,0,0,0,10,60,60,0,0,8,63,43,20,0,0,0,1,0,0,0,29,94,20,75,14
Bihar,Madhepura,2014,44,123,1,28,10,0,0,0,10,0,10,19,78,8,13,0,57,0,3,0,3,37,43,43,0,185,55,130,21,13,37,71,0,0,0,0,0,0,0,0,0,10,35,35,0,0,8,8,8,0,0,0,0,0,0,0,0,50,62,0,76,0
Bihar,Madhubani,2014,74,335,3,0,41,0,0,0,41,0,41,11,199,21,8,1,169,0,23,2,21,33,124,124,0,410,111,299,0,12,35,40,0,0,0,0,0,0,0,0,0,4,323,323,0,0,34,9,9,0,0,0,0,0,0,0,0,227,114,12,127,3
Bihar,Motihari,2014,146,106,0,0,31,0,0,0,31,0,31,0,262,0,0,0,223,39,22,0,22,25,240,240,0,660,200,460,0,100,130,0,4,0,0,4,4,0,0,0,0,25,800,800,0,0,75,0,0,0,0,0,0,0,0,0,0,263,257,30,0,0
Bihar,Munger,2014,46,21,2,0,11,0,0,0,11,0,11,8,52,9,3,2,38,0,4,0,4,28,51,30,21,199,43,156,0,17,62,20,0,0,0,0,0,0,0,0,0,16,7,7,0,0,8,5,3,2,0,0,0,0,0,0,0,48,54,27,63,0
Bihar,Muzaffarpur,2014,185,85,44,0,44,0,0,0,44,0,44,61,444,0,227,2,215,0,28,0,28,134,281,281,0,2097,1249,848,0,85,330,0,285,285,0,0,0,0,0,0,0,24,2943,2943,0,0,178,166,83,0,0,0,83,0,0,0,0,109,185,0,0,0
Bihar,Muzaffarpur Railway,2014,18,0,1,0,2,0,0,0,2,0,2,0,9,6,0,1,2,0,4,0,4,1,4,4,0,316,48,268,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0
Bihar,Nalanda,2014,107,52,31,25,29,0,0,0,29,1,28,12,207,51,1,0,119,36,9,0,9,58,95,95,0,464,168,296,0,9,157,5,0,0,0,0,0,0,0,0,0,15,630,630,0,0,59,4,0,0,4,0,0,0,0,0,0,271,115,0,371,0
Bihar,Naugachia,2014,37,4,0,0,10,0,0,0,10,0,10,0,54,0,12,1,36,5,4,0,4,16,17,8,9,76,11,65,0,9,25,0,0,0,0,0,0,0,0,0,0,3,10,10,0,0,10,3,3,0,0,0,0,0,0,0,0,88,75,14,44,0
Bihar,Nawadah,2014,84,23,0,0,22,0,0,0,22,0,22,3,94,14,18,5,57,0,7,1,6,61,61,8,53,269,106,163,0,76,48,31,0,0,0,0,0,0,0,0,0,6,269,269,0,0,22,10,10,0,0,0,0,0,0,0,0,77,129,12,108,0
Bihar,Patna,2014,317,26,5,0,86,0,0,0,86,1,85,28,752,0,13,11,519,209,45,0,45,177,661,661,0,3952,2179,1773,0,125,1193,0,5,5,0,0,0,0,0,0,0,2,4572,4572,0,0,83,0,0,0,0,0,0,60,0,0,0,535,493,92,0,0
Bihar,Patna Railway,2014,23,16,0,1,1,0,0,0,1,0,1,0,8,0,1,0,0,7,4,1,3,10,1,0,1,803,63,740,0,6,14,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,5,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0
Bihar,Purnea,2014,75,2,3,0,66,0,0,0,66,0,66,0,174,0,3,1,140,30,9,0,9,37,80,7,73,449,220,229,292,21,222,47,0,0,0,0,0,0,0,0,0,2,235,235,0,0,26,30,0,0,0,0,30,0,0,0,0,115,119,23,78,2
Bihar,Rohtas,2014,115,5,6,0,22,0,0,0,22,0,22,5,161,12,10,0,115,24,11,0,11,31,185,185,0,726,219,507,0,23,137,17,0,0,0,0,0,0,0,0,0,11,1468,1468,0,0,54,0,0,0,0,0,0,0,0,0,0,106,208,31,139,0
Bihar,Saharsa,2014,41,118,0,0,14,0,0,0,14,0,14,0,115,0,1,1,94,19,1,0,1,27,46,46,0,289,83,206,0,3,148,0,1,0,0,1,1,0,0,0,0,5,36,36,0,0,19,0,0,0,0,0,0,0,0,0,0,70,46,0,58,0
Bihar,Samastipur,2014,122,205,15,0,38,0,0,0,38,0,38,40,255,79,1,2,173,0,18,0,18,61,119,119,0,567,361,206,0,45,124,6,0,0,0,0,0,0,0,0,0,15,285,285,0,0,39,0,0,0,0,0,0,0,0,0,0,184,110,0,0,0
Bihar,Saran,2014,144,331,0,0,37,0,0,0,37,0,37,0,249,0,86,3,160,0,16,4,12,53,196,196,0,617,105,512,0,12,211,0,1,1,0,0,0,0,0,0,0,36,424,424,0,0,83,0,0,0,0,0,0,0,0,0,0,157,145,0,0,0
Bihar,Sheikhpura,2014,26,0,0,0,5,0,0,0,5,0,5,0,51,6,0,0,34,11,4,0,4,11,36,36,0,113,25,88,0,4,93,0,0,0,0,0,0,0,0,0,0,12,72,72,0,0,6,18,1,0,0,0,17,0,0,0,0,72,25,0,0,0
Bihar,Sheohar,2014,13,35,0,0,8,0,0,0,8,0,8,5,33,0,3,1,24,5,5,0,5,9,22,22,0,89,16,73,0,6,22,3,0,0,0,0,0,0,0,0,0,1,9,9,0,0,6,16,10,0,0,0,6,0,0,0,0,14,10,17,12,0
