continent,country,year,pop,lifeExp,gdpPercap
TAMIL NADU,TAMIL NADU,2005,66298990.6,76.232,0.434395753832186
TAMIL NADU,TAMIL NADU,2006,67272318.5,76.915,0.524732918191306
TAMIL NADU,TAMIL NADU,2007,68245646.4,77.598,0.646195066298031
TAMIL NADU,TAMIL NADU,2008,69218974.3,78.281,0.962163925043888
TAMIL NADU,TAMIL NADU,2009,70192302.2,78.964,0.903232947387214
TAMIL NADU,TAMIL NADU,2010,71165630.1,79.647,1.13818988022984
TAMIL NADU,TAMIL NADU,2011,72138958,80.33,1.28224752012637
TAMIL NADU,TAMIL NADU,2012,73112285.9,81.013,1.41699850749708
PUDUCHERRY,PUDUCHERRY,2001,974345,81.2,0.513165254606941
PUDUCHERRY,PUDUCHERRY,2002,1001356.9,81.735,1.69769639576059
PUDUCHERRY,PUDUCHERRY,2003,1028368.8,82.27,0.486206893869203
PUDUCHERRY,PUDUCHERRY,2004,1055380.7,82.805,1.1370304573506
PUDUCHERRY,PUDUCHERRY,2005,1082392.6,83.34,0.739103353071704
PUDUCHERRY,PUDUCHERRY,2006,1109404.5,83.875,2.25346120373588
PUDUCHERRY,PUDUCHERRY,2007,1136416.4,84.41,2.0239060259954
PUDUCHERRY,PUDUCHERRY,2008,1163428.3,84.945,2.23477458817187
PUDUCHERRY,PUDUCHERRY,2009,1190440.2,85.48,1.7640533308603
PUDUCHERRY,PUDUCHERRY,2010,1217452.1,86.015,1.31422008307349
PUDUCHERRY,PUDUCHERRY,2011,1244464,86.55,1.20533820182826
PUDUCHERRY,PUDUCHERRY,2012,1271475.9,87.085,2.51676024689103
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2001,356152,81.3,0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2002,358531.2,81.797,0
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2003,360910.4,82.294,1.66246248376328
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2004,363289.6,82.791,3.85367486435064
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2005,365668.8,83.288,2.18777210415545
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2006,368048,83.785,2.44533321740643
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2007,370427.2,84.282,2.6995857755586
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2008,372806.4,84.779,12.6070797067861
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2009,375185.6,85.276,10.9279247391158
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2010,377564.8,85.773,13.5076151166634
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2011,379944,86.27,8.15909713010338
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,2012,382323.2,86.767,7.32364659011015
